geoid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
14000US25025070600,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0
14000US25025020303,10.0,6.0,5.0,9.0,1.0,10.0,9.0,5.0,1.0,9.0,4.0,9.0,8.0,8.0,11.0,9.0,9.0,7.0,8.0,12.0,1.0,8.0,10.0,9.0,1.0,9.0,1.0,1.0,2.0,1.0,1.0,11.0,8.0,1.0,10.0,7.0,1.0,3.0,5.0,5.0,2.0,3.0,6.0,1.0,7.0,10.0,1.0,8.0,1.0,9.0,6.0
14000US33015106102,8.0,13.0,3.0,11.0,11.0,3.0,4.0,7.0,10.0,9.0,4.0,9.0,11.0,8.0,7.0,7.0,9.0,9.0,8.0,12.0,1.0,8.0,10.0,9.0,6.0,9.0,2.0,2.0,2.0,1.0,3.0,4.0,8.0,7.0,8.0,7.0,7.0,3.0,8.0,5.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,9.0,8.0
14000US33015105100,10.0,10.0,11.0,11.0,11.0,3.0,3.0,11.0,10.0,10.0,4.0,9.0,11.0,8.0,11.0,9.0,9.0,9.0,8.0,12.0,1.0,8.0,10.0,9.0,6.0,9.0,3.0,9.0,8.0,3.0,3.0,12.0,8.0,7.0,8.0,7.0,9.0,3.0,14.0,5.0,9.0,3.0,8.0,8.0,1.0,9.0,11.0,3.0,10.0,11.0,6.0
14000US25009250700,10.0,6.0,5.0,9.0,2.0,10.0,9.0,5.0,10.0,9.0,4.0,9.0,8.0,8.0,11.0,9.0,9.0,7.0,8.0,12.0,1.0,8.0,10.0,9.0,9.0,9.0,5.0,8.0,7.0,1.0,1.0,11.0,8.0,5.0,10.0,7.0,2.0,3.0,5.0,5.0,1.0,3.0,6.0,5.0,7.0,10.0,6.0,8.0,5.0,9.0,6.0
14000US25017363103,3.0,5.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,5.0,4.0,5.0,2.0,2.0,3.0,11.0,2.0,9.0,2.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,2.0,2.0,3.0,2.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,5.0,5.0,5.0,2.0
14000US25025000802,3.0,3.0,6.0,3.0,14.0,13.0,3.0,15.0,1.0,3.0,14.0,3.0,1.0,3.0,14.0,14.0,3.0,12.0,4.0,3.0,3.0,3.0,4.0,3.0,12.0,3.0,3.0,3.0,13.0,3.0,3.0,3.0,3.0,3.0,11.0,3.0,3.0,3.0,7.0,12.0,4.0,3.0,12.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,14.0
14000US25017370101,7.0,7.0,7.0,6.0,13.0,14.0,7.0,6.0,5.0,7.0,5.0,7.0,6.0,7.0,6.0,6.0,7.0,5.0,6.0,7.0,6.0,7.0,6.0,7.0,13.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,5.0,7.0,7.0,6.0,6.0,6.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0
14000US33017084300,3.0,3.0,9.0,11.0,9.0,3.0,3.0,11.0,1.0,3.0,11.0,12.0,11.0,3.0,3.0,3.0,3.0,9.0,4.0,3.0,3.0,3.0,4.0,12.0,6.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,12.0,8.0,3.0,9.0,3.0,14.0,13.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,11.0,2.0
14000US33017081600,3.0,3.0,9.0,11.0,9.0,3.0,3.0,11.0,1.0,3.0,11.0,12.0,11.0,3.0,3.0,3.0,3.0,9.0,4.0,3.0,3.0,3.0,4.0,12.0,6.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,12.0,8.0,3.0,9.0,3.0,14.0,13.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,11.0,2.0
14000US25021416200,2.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,4.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,4.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,5.0,5.0,2.0
14000US25025140107,2.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,4.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,4.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,5.0,5.0,2.0
14000US25017388300,10.0,2.0,5.0,2.0,2.0,10.0,9.0,5.0,10.0,9.0,4.0,9.0,8.0,8.0,11.0,9.0,9.0,7.0,8.0,12.0,7.0,2.0,2.0,9.0,3.0,9.0,2.0,2.0,2.0,4.0,2.0,11.0,8.0,7.0,10.0,7.0,2.0,10.0,5.0,2.0,7.0,10.0,6.0,5.0,2.0,10.0,6.0,8.0,2.0,9.0,6.0
14000US25009251500,10.0,6.0,5.0,9.0,2.0,10.0,9.0,5.0,10.0,9.0,4.0,9.0,8.0,8.0,11.0,9.0,9.0,7.0,8.0,12.0,1.0,8.0,10.0,9.0,9.0,9.0,5.0,8.0,7.0,1.0,1.0,11.0,8.0,5.0,10.0,7.0,2.0,3.0,5.0,5.0,1.0,3.0,6.0,5.0,7.0,10.0,6.0,8.0,5.0,9.0,6.0
14000US25025101001,2.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,4.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,4.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,5.0,5.0,2.0
14000US25025100500,2.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,4.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,4.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,5.0,5.0,2.0
14000US25025092101,2.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,4.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,4.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,5.0,5.0,2.0
14000US25021421200,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,5.0,1.0,4.0,1.0,1.0,2.0,2.0,4.0,5.0,1.0,5.0,5.0,5.0,2.0
14000US25023544100,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,13.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0
14000US25021413500,2.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,4.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,4.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,5.0,5.0,2.0
14000US25017353000,3.0,3.0,14.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,11.0,1.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0
14000US25025160501,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
14000US25017352900,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,11.0,1.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0
14000US25009204101,10.0,9.0,5.0,14.0,15.0,3.0,9.0,2.0,1.0,9.0,1.0,9.0,8.0,8.0,3.0,9.0,9.0,7.0,8.0,3.0,1.0,8.0,9.0,9.0,3.0,9.0,5.0,8.0,2.0,1.0,1.0,11.0,8.0,7.0,1.0,7.0,7.0,3.0,8.0,1.0,1.0,3.0,1.0,1.0,1.0,10.0,3.0,3.0,3.0,9.0,2.0
14000US25017332100,14.0,9.0,15.0,14.0,15.0,3.0,13.0,16.0,14.0,13.0,8.0,9.0,14.0,10.0,9.0,9.0,10.0,7.0,13.0,1.0,9.0,11.0,9.0,9.0,3.0,9.0,4.0,10.0,2.0,4.0,3.0,9.0,8.0,7.0,8.0,7.0,11.0,10.0,15.0,1.0,7.0,8.0,1.0,1.0,8.0,8.0,8.0,3.0,3.0,14.0,2.0
14000US25025010404,15.0,14.0,16.0,15.0,16.0,15.0,14.0,17.0,15.0,14.0,15.0,13.0,15.0,14.0,15.0,15.0,15.0,13.0,14.0,15.0,12.0,12.0,12.0,13.0,14.0,13.0,12.0,13.0,14.0,14.0,12.0,15.0,12.0,13.0,12.0,11.0,12.0,13.0,16.0,14.0,13.0,13.0,14.0,12.0,12.0,12.0,12.0,13.0,14.0,15.0,15.0
14000US25023561200,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14000US33015065008,10.0,6.0,5.0,9.0,2.0,10.0,9.0,5.0,1.0,9.0,4.0,9.0,8.0,8.0,11.0,9.0,9.0,7.0,8.0,12.0,1.0,8.0,10.0,9.0,9.0,9.0,5.0,8.0,7.0,1.0,1.0,11.0,8.0,5.0,10.0,7.0,2.0,3.0,5.0,5.0,1.0,3.0,6.0,5.0,7.0,10.0,6.0,8.0,5.0,9.0,6.0
14000US25021401200,8.0,5.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,5.0,2.0,2.0,4.0,8.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,5.0,5.0,2.0,4.0,5.0,2.0,8.0,7.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,5.0,9.0,2.0
14000US25025051200,8.0,2.0,3.0,2.0,11.0,3.0,4.0,2.0,6.0,2.0,6.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,10.0,4.0,7.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,3.0,2.0,2.0,7.0,2.0,8.0,2.0,1.0,10.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0
14000US25021403500,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,11.0,1.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0
14000US25017352500,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,11.0,1.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0
14000US25025000803,16.0,15.0,17.0,16.0,17.0,12.0,15.0,18.0,16.0,15.0,10.0,14.0,16.0,15.0,16.0,16.0,16.0,14.0,15.0,9.0,13.0,13.0,13.0,14.0,8.0,14.0,13.0,14.0,15.0,15.0,11.0,16.0,13.0,14.0,13.0,12.0,13.0,14.0,17.0,15.0,14.0,9.0,15.0,13.0,13.0,13.0,13.0,14.0,12.0,16.0,16.0
14000US25025010600,3.0,3.0,14.0,3.0,9.0,3.0,3.0,19.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,16.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,11.0,1.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,17.0
14000US25017383400,13.0,11.0,12.0,12.0,12.0,11.0,11.0,12.0,11.0,11.0,11.0,6.0,12.0,12.0,12.0,11.0,13.0,4.0,11.0,13.0,11.0,10.0,11.0,1.0,10.0,11.0,10.0,11.0,10.0,11.0,10.0,13.0,10.0,10.0,14.0,9.0,10.0,11.0,13.0,10.0,10.0,11.0,9.0,9.0,10.0,11.0,1.0,10.0,11.0,12.0,12.0
14000US25017384001,13.0,11.0,12.0,12.0,12.0,11.0,11.0,12.0,11.0,11.0,11.0,6.0,12.0,12.0,12.0,11.0,13.0,4.0,11.0,13.0,11.0,10.0,11.0,1.0,10.0,11.0,10.0,11.0,10.0,11.0,10.0,13.0,10.0,10.0,14.0,9.0,10.0,11.0,13.0,10.0,10.0,11.0,9.0,9.0,10.0,11.0,1.0,10.0,11.0,12.0,12.0
14000US25025051101,12.0,8.0,17.0,16.0,15.0,16.0,8.0,20.0,7.0,4.0,16.0,4.0,3.0,4.0,16.0,16.0,8.0,6.0,3.0,5.0,14.0,12.0,14.0,4.0,15.0,12.0,14.0,15.0,17.0,8.0,4.0,5.0,4.0,15.0,4.0,13.0,6.0,4.0,3.0,16.0,3.0,14.0,3.0,14.0,12.0,4.0,4.0,15.0,15.0,4.0,9.0
14000US25017360200,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0
14000US25025060200,4.0,16.0,1.0,7.0,18.0,1.0,13.0,16.0,1.0,13.0,1.0,1.0,1.0,1.0,9.0,1.0,10.0,7.0,7.0,1.0,9.0,1.0,15.0,9.0,1.0,9.0,1.0,1.0,2.0,1.0,1.0,17.0,8.0,7.0,1.0,14.0,11.0,10.0,5.0,1.0,7.0,8.0,1.0,1.0,1.0,14.0,1.0,16.0,3.0,17.0,6.0
14000US25023502200,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14000US25017310300,10.0,6.0,5.0,9.0,2.0,10.0,9.0,5.0,1.0,9.0,4.0,9.0,8.0,8.0,11.0,9.0,9.0,7.0,8.0,12.0,1.0,8.0,10.0,9.0,9.0,9.0,5.0,8.0,7.0,1.0,1.0,11.0,8.0,5.0,10.0,7.0,2.0,3.0,5.0,5.0,1.0,3.0,6.0,5.0,7.0,10.0,6.0,8.0,5.0,9.0,6.0
14000US25017311200,2.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,4.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,4.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,5.0,5.0,2.0
14000US25017353600,17.0,8.0,10.0,17.0,19.0,17.0,16.0,20.0,17.0,16.0,17.0,15.0,7.0,16.0,17.0,5.0,6.0,10.0,16.0,11.0,15.0,14.0,16.0,15.0,15.0,15.0,14.0,16.0,18.0,8.0,13.0,6.0,14.0,9.0,15.0,15.0,14.0,8.0,9.0,16.0,15.0,5.0,16.0,13.0,14.0,6.0,14.0,17.0,16.0,13.0,13.0
14000US25017342300,8.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,8.0,2.0,7.0,3.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0
14000US25017341600,8.0,2.0,2.0,2.0,2.0,7.0,2.0,7.0,6.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,16.0,2.0,2.0,2.0,19.0,4.0,2.0,8.0,5.0,7.0,3.0,2.0,15.0,2.0,2.0,2.0,7.0,10.0,2.0,2.0,2.0,2.0,15.0,2.0,2.0,2.0,8.0
14000US25021417701,1.0,1.0,14.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,8.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,3.0,1.0,4.0,1.0,1.0,3.0,8.0,1.0,3.0,1.0
14000US25017357100,15.0,14.0,16.0,15.0,16.0,15.0,14.0,17.0,15.0,14.0,15.0,13.0,15.0,14.0,15.0,15.0,15.0,13.0,17.0,15.0,16.0,12.0,12.0,13.0,14.0,13.0,15.0,13.0,14.0,14.0,12.0,15.0,12.0,13.0,12.0,11.0,12.0,13.0,16.0,14.0,13.0,13.0,14.0,12.0,12.0,12.0,12.0,13.0,14.0,15.0,15.0
14000US25025010500,3.0,3.0,2.0,3.0,2.0,3.0,3.0,7.0,6.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,4.0,10.0,17.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0
14000US25021420202,2.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,4.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,4.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,5.0,5.0,2.0
14000US25021420100,2.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,4.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,4.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,5.0,5.0,2.0
14000US25009209100,4.0,2.0,3.0,2.0,3.0,4.0,4.0,7.0,6.0,2.0,6.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,10.0,4.0,7.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,7.0,3.0,2.0,7.0,2.0,8.0,2.0,2.0,10.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
14000US25009221902,4.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,18.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,4.0,7.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,7.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,10.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
14000US25025010408,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,11.0,1.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0
14000US25025091100,2.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,4.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,4.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,5.0,5.0,2.0
14000US25025100601,3.0,3.0,2.0,13.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,9.0,3.0,3.0,3.0,11.0,4.0,9.0,3.0,3.0,7.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,7.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,9.0,2.0
14000US25017374000,8.0,2.0,3.0,13.0,11.0,4.0,4.0,7.0,19.0,2.0,6.0,2.0,2.0,9.0,7.0,16.0,2.0,11.0,18.0,4.0,14.0,15.0,7.0,16.0,3.0,3.0,2.0,12.0,2.0,16.0,2.0,4.0,2.0,15.0,3.0,13.0,7.0,2.0,6.0,11.0,2.0,3.0,18.0,14.0,2.0,2.0,11.0,2.0,2.0,2.0,18.0
14000US25009208400,8.0,2.0,3.0,2.0,11.0,3.0,4.0,7.0,6.0,2.0,6.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,10.0,4.0,7.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,7.0,3.0,2.0,7.0,2.0,8.0,2.0,2.0,10.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,8.0
14000US25017337202,10.0,3.0,5.0,3.0,15.0,3.0,1.0,16.0,1.0,9.0,1.0,9.0,14.0,8.0,11.0,9.0,9.0,7.0,8.0,1.0,1.0,8.0,10.0,9.0,3.0,9.0,4.0,8.0,2.0,1.0,1.0,3.0,8.0,1.0,8.0,7.0,7.0,10.0,5.0,1.0,4.0,8.0,1.0,1.0,1.0,10.0,6.0,3.0,3.0,1.0,6.0
14000US25021417601,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14000US25017352400,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0
14000US25025000502,18.0,17.0,7.0,18.0,18.0,14.0,17.0,21.0,9.0,17.0,18.0,16.0,17.0,17.0,18.0,17.0,12.0,5.0,19.0,16.0,17.0,15.0,15.0,17.0,17.0,16.0,11.0,17.0,18.0,16.0,14.0,17.0,15.0,16.0,16.0,14.0,16.0,15.0,18.0,11.0,16.0,12.0,18.0,14.0,15.0,14.0,16.0,18.0,17.0,18.0,9.0
14000US25017341300,2.0,5.0,2.0,1.0,2.0,2.0,2.0,7.0,2.0,5.0,2.0,5.0,4.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,4.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,7.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,5.0,5.0,8.0
14000US25017337300,8.0,16.0,18.0,19.0,20.0,18.0,18.0,20.0,14.0,18.0,19.0,17.0,18.0,18.0,19.0,18.0,17.0,15.0,20.0,17.0,8.0,16.0,17.0,11.0,18.0,8.0,8.0,18.0,18.0,17.0,15.0,12.0,16.0,8.0,17.0,16.0,17.0,16.0,19.0,17.0,17.0,15.0,11.0,15.0,16.0,15.0,17.0,19.0,8.0,8.0,8.0
14000US25017350103,9.0,8.0,7.0,7.0,7.0,19.0,8.0,8.0,7.0,8.0,7.0,8.0,7.0,5.0,8.0,8.0,8.0,6.0,7.0,8.0,8.0,6.0,7.0,8.0,7.0,8.0,8.0,19.0,4.0,8.0,8.0,18.0,6.0,8.0,7.0,5.0,6.0,8.0,9.0,7.0,18.0,7.0,6.0,16.0,4.0,6.0,7.0,5.0,8.0,8.0,9.0
14000US25023510800,2.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,4.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,4.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,5.0,5.0,2.0
